Date,Open,High,Low,Close,Adj Close,Volume
2015-05-01,110.519997,110.529999,109.379997,110.169998,95.203522,35236800
2015-06-01,109.949997,109.989998,108.040001,108.779999,94.177383,41584800
2015-07-01,108.330002,109.510002,108.139999,109.500000,94.978271,41564800
2015-08-01,109.290001,110.339996,108.720001,108.919998,94.663147,51948300
2015-09-01,108.889999,109.629997,108.400002,109.580002,95.422401,47830900
2015-10-01,109.480003,110.150002,109.129997,109.449997,95.503868,62326600
2015-11-01,109.080002,109.190002,108.040001,108.809998,95.123352,67383500
2015-12-01,108.540001,108.860001,107.599998,108.010002,94.609833,70334400
2016-01-01,108.089996,109.480003,107.870003,109.349998,96.308067,71279700
2016-02-01,109.099998,110.500000,108.839996,110.089996,96.959808,56398500
2016-03-01,109.930000,110.849998,109.209999,110.830002,97.815491,62199000
2016-04-01,110.529999,111.050003,110.230003,110.889999,98.065315,63704400
2016-05-01,110.739998,111.260002,110.320000,110.699997,98.093758,52290800
2016-06-01,110.589996,112.690002,110.410004,112.620003,99.979965,52524000
2016-07-01,112.720001,113.269997,112.199997,113.019997,100.533035,59955700
2016-08-01,112.500000,112.860001,112.029999,112.570000,100.321625,63903200
2016-09-01,112.099998,112.760002,111.339996,112.419998,100.371765,52718600
2016-10-01,112.209999,112.250000,111.040001,111.300003,99.555763,53450500
2016-11-01,110.879997,111.320000,107.919998,108.239998,96.993805,57510300
2016-12-01,107.750000,108.379997,107.059998,108.059998,97.015511,78384600
2017-01-01,107.730003,108.930000,107.709999,108.290001,97.631447,69056900
2017-02-01,107.769997,109.059998,107.690002,108.769997,98.064217,52611600
2017-03-01,108.120003,108.709999,107.080002,108.489998,98.009056,58442500
2017-04-01,108.309998,109.699997,108.300003,109.250000,98.895683,46050300
2017-05-01,108.860001,109.809998,108.339996,109.760002,99.561073,45179700
2017-06-01,109.360001,110.239998,109.339996,109.510002,99.552078,53904900
2017-07-01,109.300003,109.959999,108.820000,109.650002,99.888680,45880700
2017-08-01,109.379997,110.489998,109.360001,110.449997,100.824585,56347300
2017-09-01,110.190002,110.660004,109.510002,109.589996,100.249840,48122600
2017-10-01,109.430000,109.870003,108.949997,109.470001,100.349014,50819100
2017-11-01,109.169998,109.629997,108.959999,109.080002,100.199081,56776800
2017-12-01,109.019997,109.550003,108.709999,109.330002,100.638344,58281600
2018-01-01,109.260002,109.309998,107.879997,108.099998,99.750320,91779900
2018-02-01,107.750000,107.830002,106.260002,106.769997,98.523018,92757600
2018-03-01,106.540001,107.260002,106.080002,107.250000,99.188019,79620800
2018-04-01,106.900002,107.059998,105.599998,106.000000,98.248222,96179600
2018-05-01,105.730003,107.000000,105.000000,106.459999,98.898613,62416700
2018-06-01,105.949997,106.419998,105.379997,106.320000,98.992744,71540800
2018-07-01,106.099998,106.550003,105.889999,106.059998,98.982140,66007600
2018-08-01,105.550003,106.730003,105.510002,106.410004,99.523155,71412300
2018-09-01,106.019997,106.269997,105.180000,105.519997,98.924873,58736300
2018-10-01,105.349998,105.459999,104.190002,104.589996,98.267235,126969400
2018-11-01,104.220001,104.989998,103.940002,104.879997,98.775597,90057900
2018-12-01,104.690002,106.510002,104.629997,106.489998,100.786247,149193000
2019-01-01,106.550003,107.529999,106.279999,107.459999,102.151146,134324700
2019-02-01,107.089996,107.570000,106.769997,107.070000,101.780411,98692700
2019-03-01,106.769997,109.180000,106.610001,109.070000,103.940819,90256500
2019-04-01,108.620003,108.750000,108.019997,108.589996,103.742096,91743700
2019-05-01,108.470001,110.639999,108.099998,110.400002,105.725266,95192000
2019-06-01,110.260002,111.570000,110.129997,111.349998,106.890968,78698500
2019-07-01,111.250000,111.599998,110.639999,111.300003,107.095200,81476300
2019-08-01,111.339996,114.300003,111.260002,114.129997,110.067375,93527400
2019-09-01,113.860001,114.120003,111.750000,113.169998,109.397110,71980300
2019-10-01,112.709999,113.830002,112.309998,113.150002,109.630394,76619100
2019-11-01,112.980003,113.160004,111.639999,112.860001,109.596359,69652300
2019-12-01,112.309998,113.129997,112.129997,112.370003,109.363129,110950000
2020-01-01,112.680000,114.669998,112.459999,114.650002,112.016273,100134200
2020-02-01,114.199997,116.339996,113.760002,116.220001,113.550209,125741800
2020-03-01,116.290001,119.269997,105.559998,115.370003,112.959145,307313500
2020-04-01,115.379997,117.620003,114.279999,117.099998,114.889259,134566500
2020-05-01,116.970001,117.709999,116.070000,117.650002,115.678543,109393100
2020-06-01,117.349998,118.320000,116.480003,118.209999,116.463867,111888700
2020-07-01,117.900002,119.629997,117.760002,119.559998,118.008575,121313100
2020-08-01,119.370003,119.730003,117.949997,118.370003,117.054848,143955300
2020-09-01,118.120003,118.870003,117.949997,118.059998,116.950760,126280400
2020-10-01,117.809998,118.150002,117.199997,117.199997,116.290421,118687300
2020-11-01,117.269997,118.449997,117.019997,118.419998,117.702339,116778200
2020-12-01,118.029999,118.239998,117.510002,118.190002,117.666496,110192700
2021-01-01,118.080002,118.139999,116.559998,117.309998,117.117996,129574500
2021-02-01,117.199997,117.260002,116.690002,116.709999,116.518982,28171700
2021-02-08,116.750000,116.928497,116.720001,116.830002,116.830002,4185603
